Rural Location: Cherry Springs State Park (41.6646N,77.8125W)
Wavelength(nm),Elev=0.0(log(W/m2/nm)),Elev=-1.0(log(W/m2/nm)),Elev=-2.0(log(W/m2/nm)),Elev=-3.0(log(W/m2/nm)),Elev=-4.0(log(W/m2/nm)),Elev=-5.0(log(W/m2/nm)),Elev=-6.0(log(W/m2/nm)),Elev=-7.0(log(W/m2/nm)),Elev=-8.0(log(W/m2/nm)),Elev=-9.0(log(W/m2/nm)),Elev=-10.0(log(W/m2/nm)),Elev=-11.0(log(W/m2/nm)),Elev=-12.0(log(W/m2/nm)),Elev=-13.0(log(W/m2/nm)),Elev=-14.0(log(W/m2/nm)),Elev=-15.0(log(W/m2/nm)),Elev=-16.0(log(W/m2/nm)),Elev=-17.0(log(W/m2/nm)),Elev=-18.0(log(W/m2/nm))
827,-1.999,-2.109,-2.303,-2.496,-2.681,-2.963,-3.359,-3.785,-4.353,-4.882,-5.464,-5.949,-6.384,-6.907,-7.176,-7.466,-7.610,-7.555,-7.656
828,-1.990,-2.099,-2.293,-2.485,-2.672,-2.953,-3.352,-3.772,-4.346,-4.870,-5.455,-5.948,-6.368,-6.888,-7.139,-7.440,-7.563,-7.589,-7.637
829,-1.978,-2.090,-2.285,-2.476,-2.667,-2.945,-3.344,-3.770,-4.339,-4.863,-5.447,-5.926,-6.346,-6.858,-7.112,-7.412,-7.513,-7.542,-7.551
830,-1.972,-2.088,-2.285,-2.476,-2.667,-2.944,-3.342,-3.767,-4.337,-4.863,-5.445,-5.923,-6.340,-6.858,-7.103,-7.394,-7.518,-7.527,-7.535
831,-1.962,-2.080,-2.275,-2.466,-2.657,-2.937,-3.335,-3.761,-4.331,-4.857,-5.439,-5.914,-6.326,-6.840,-7.115,-7.364,-7.514,-7.506,-7.492
832,-1.949,-2.062,-2.263,-2.452,-2.647,-2.925,-3.321,-3.749,-4.316,-4.844,-5.424,-5.900,-6.306,-6.822,-7.089,-7.344,-7.500,-7.449,-7.436
833,-1.938,-2.055,-2.260,-2.447,-2.642,-2.919,-3.314,-3.741,-4.308,-4.836,-5.416,-5.891,-6.294,-6.799,-7.045,-7.304,-7.449,-7.417,-7.388
834,-1.932,-2.049,-2.254,-2.440,-2.638,-2.916,-3.309,-3.736,-4.301,-4.829,-5.413,-5.876,-6.279,-6.783,-7.022,-7.310,-7.450,-7.430,-7.392
835,-1.928,-2.040,-2.243,-2.429,-2.630,-2.906,-3.299,-3.723,-4.289,-4.818,-5.405,-5.870,-6.264,-6.761,-7.016,-7.303,-7.415,-7.416,-7.388
836,-1.919,-2.034,-2.236,-2.422,-2.621,-2.901,-3.292,-3.718,-4.279,-4.810,-5.398,-5.855,-6.261,-6.747,-7.005,-7.311,-7.403,-7.384,-7.360
837,-1.911,-2.020,-2.220,-2.408,-2.610,-2.889,-3.281,-3.703,-4.264,-4.799,-5.388,-5.852,-6.257,-6.742,-6.992,-7.309,-7.402,-7.362,-7.374
838,-1.898,-2.005,-2.203,-2.396,-2.597,-2.876,-3.266,-3.688,-4.250,-4.782,-5.370,-5.835,-6.242,-6.722,-6.991,-7.314,-7.393,-7.380,-7.401
839,-1.888,-1.996,-2.195,-2.389,-2.591,-2.870,-3.257,-3.676,-4.242,-4.773,-5.360,-5.827,-6.233,-6.695,-6.959,-7.267,-7.354,-7.326,-7.346
840,-1.881,-1.997,-2.192,-2.385,-2.587,-2.867,-3.252,-3.667,-4.238,-4.766,-5.357,-5.816,-6.221,-6.679,-6.949,-7.255,-7.357,-7.339,-7.349
